step,Delta_s,engineering_shear_strain,alpha_min,alpha_mean,alpha_max,max_alpha_x,max_alpha_y,notch_tip_alpha_max,bulk_alpha_max,bottom_right_alpha_max,HI_max,HII_max,HII_over_HI_peak_ratio,He_current_max,max_He_current_x,max_He_current_y,mechanics_drive_max,max_mechanics_drive_x,max_mechanics_drive_y,drive_location_classification,notch_tip_He_current_max,notch_tip_mechanics_drive_max,bottom_right_He_current_max,bottom_right_mechanics_drive_max,alpha_ge_0p3_notch_connected_component_count,alpha_ge_0p3_notch_connected_x_span,alpha_ge_0p3_notch_connected_area_fraction,alpha_ge_0p3_reaches_right_boundary,alpha_ge_0p3_component_centroid_x,alpha_ge_0p3_component_centroid_y,alpha_ge_0p3_crack_angle_deg,alpha_ge_0p3_principal_direction_angle_deg,alpha_ge_0p5_notch_connected_component_count,alpha_ge_0p5_notch_connected_x_span,alpha_ge_0p5_notch_connected_area_fraction,alpha_ge_0p5_reaches_right_boundary,alpha_ge_0p5_component_centroid_x,alpha_ge_0p5_component_centroid_y,alpha_ge_0p5_crack_angle_deg,alpha_ge_0p5_principal_direction_angle_deg,alpha_ge_0p8_notch_connected_component_count,alpha_ge_0p8_notch_connected_x_span,alpha_ge_0p8_notch_connected_area_fraction,alpha_ge_0p8_reaches_right_boundary,alpha_ge_0p8_component_centroid_x,alpha_ge_0p8_component_centroid_y,alpha_ge_0p8_crack_angle_deg,alpha_ge_0p8_principal_direction_angle_deg,alpha_ge_0p95_notch_connected_component_count,alpha_ge_0p95_notch_connected_x_span,alpha_ge_0p95_notch_connected_area_fraction,alpha_ge_0p95_reaches_right_boundary,alpha_ge_0p95_component_centroid_x,alpha_ge_0p95_component_centroid_y,alpha_ge_0p95_crack_angle_deg,alpha_ge_0p95_principal_direction_angle_deg
31,7.7e-05,0.0077,-0.0005507336463779,0.030618442222476,1.0003403425216677,0.0050837839953601,0.0049602254293859,1.0003403425216677,0.1046180948615074,0.0578403994441032,1.4783697128295898,0.8712774515151978,0.589350176721071,2.355259418487549,0.0050444970838725,0.0049571054987609,2.355259418487549,0.0050444970838725,0.0049571054987609,notch-dominated,2.355259418487549,2.355259418487549,0.0006159011973068,0.0006159011973068,87,0.0008726827800273895,0.004969293012724181,False,0.00521755075596016,0.0048627627092873915,-32.24491097335245,-23.736295894040495,48,0.0006172792054712772,0.002456048130572792,False,0.005184704806500425,0.004888164772031208,-31.194103478164873,-30.21610338481716,17,0.0003280513919889927,0.0006763963212261269,False,0.005139245569486828,0.004932643051314003,-25.814343460170086,-29.078460128688334,5,0.00010733678936958313,0.00011656707494741746,False,0.005098333302885294,0.004953566752374172,-25.27680597032345,-20.60864931462143
32,8e-05,0.008,-0.000609983340837,0.0323345772922039,1.000342845916748,0.0050837839953601,0.0049602254293859,1.000342845916748,0.1506743878126144,0.0605082921683788,1.9636352062225344,1.1730709075927734,0.5973975735795766,3.144262313842773,0.0050444970838725,0.0049571054987609,3.144262313842773,0.0050444970838725,0.0049571054987609,notch-dominated,3.144262313842773,3.144262313842773,0.000641496211756,0.000641496211756,93,0.0009496193379163742,0.005475052618061263,False,0.005244327498780143,0.004848284010965658,-31.83835373297134,-23.604282250539597,51,0.0007236707024276257,0.00267188273732063,False,0.0051972758591028985,0.004885781565498488,-30.06990862252823,-28.764292974055195,20,0.0003841365687549114,0.0008852192517073958,False,0.005171417817473411,0.004909745021723211,-27.767720245736076,-32.17651359710507,7,0.00018272222951054573,0.000210292952431158,False,0.005102365410753659,0.004954875579902104,-23.78870391718705,-22.938446021199013
33,8.2e-05,0.0082,-0.0004865082446485,0.0337538905441761,1.0003585815429688,0.0050837839953601,0.0049602254293859,1.0003585815429688,0.1787490248680114,0.0620922856032848,2.324280023574829,1.3862411975860596,0.596417464128943,3.7194504737854,0.0050444970838725,0.0049571054987609,3.7194504737854,0.0050444970838725,0.0049571054987609,notch-dominated,3.7194504737854,3.7194504737854,0.0006588188698515,0.0006588188698515,98,0.0010190876200795174,0.005890626673555416,False,0.005262309865912004,0.004845426132788463,-30.509979705549764,-24.244168837025597,57,0.0007537500932812691,0.0031200613193453496,False,0.0052223924155298035,0.004876145259722283,-29.11429984316592,-26.73279296990526,21,0.0003841365687549114,0.0009714694201868351,False,0.00517929323194992,0.004911194910250959,-26.34950989896532,-29.676437539180796,8,0.0001957346685230732,0.00027620785305458784,False,0.005116672138683498,0.0049420862342230976,-26.39890198610796,-31.534212331187064
34,8.4e-05,0.0084,-0.0005777183687314,0.0349768958985805,1.0004581212997437,0.0050837839953601,0.0049602254293859,1.0004581212997437,0.2116826474666595,0.0626548379659652,2.7673559188842773,1.6601017713546753,0.5998873365100009,4.438150882720947,0.0050444970838725,0.0049571054987609,4.438150882720947,0.0050444970838725,0.0049571054987609,notch-dominated,4.438150882720947,4.438150882720947,0.0006669504800811,0.0006669504800811,106,0.0010763155296444893,0.006520305718267948,False,0.005290371181337901,0.00483996164545698,-28.861398687001923,-25.209691507302722,60,0.0007845885120332241,0.0033925520231324387,False,0.0052447168622165915,0.004868405195884407,-28.2688350500071,-25.143531933347788,22,0.0004638279788196087,0.001091455459719447,False,0.00519318501888351,0.004907057218422944,-25.692561100665536,-26.582795180634974,9,0.0002596038393676281,0.0003319813953475753,False,0.0051348961682783235,0.004929617719931735,-27.553369296635704,-32.81807193009027
35,8.6e-05,0.0086,-0.0004507584380917,0.0362404286861419,1.000468134880066,0.0050837839953601,0.0049602254293859,1.000468134880066,0.2526549100875854,0.0635327920317649,3.474153995513916,2.1139090061187744,0.6084672725643163,5.59317684173584,0.0050444970838725,0.0049571054987609,5.59317684173584,0.0050444970838725,0.0049571054987609,notch-dominated,5.59317684173584,5.59317684173584,0.0006776057416573,0.0006776057416573,108,0.0011201458983123302,0.006678479499410421,False,0.005314664966944192,0.004830133984796703,-28.36156458239303,-24.290085420531796,62,0.0008516558445990086,0.0036861594637792997,False,0.005264430216723873,0.004865088868105123,-27.030474465227748,-25.840221162959466,24,0.0004899441264569759,0.001272045296449683,False,0.005214149229383717,0.004890067444648594,-27.173495425832268,-30.153960249045383,9,0.0002596038393676281,0.0003319813953475753,False,0.0051348961682783235,0.004929617719931735,-27.553369296635704,-32.81807193009027
36,8.8e-05,0.0087999999999999,-0.0005084355361759,0.0375296734273433,1.0005342960357666,0.0050837839953601,0.0049602254293859,1.0005342960357666,0.2946011424064636,0.0644923001527786,3.8461368083953857,2.3286077976226807,0.6054407093735648,6.17233943939209,0.0050837839953601,0.0049602254293859,6.17233943939209,0.0050837839953601,0.0049602254293859,notch-dominated,6.17233943939209,6.17233943939209,0.0006887289928272,0.0006887289928272,114,0.0011278213933110237,0.00710392990399844,False,0.005336295339491284,0.0048196020928260525,-28.21031111801477,-25.660686552244726,66,0.0009135766886174679,0.003997796970909837,False,0.00528845971337322,0.004850858758965676,-27.34015012062782,-25.852203198526524,26,0.0005551772192120552,0.0014008594348375208,False,0.005225775405191458,0.004887604674037833,-26.465002351339162,-30.758209474275418,9,0.0002596038393676281,0.0003319813953475753,False,0.0051348961682783235,0.004929617719931735,-27.553369296635704,-32.81807193009027
37,9e-05,0.009,-0.0004554766637738,0.0386938415467739,1.000593900680542,0.0050837839953601,0.0049602254293859,1.000593900680542,0.349356472492218,0.0656607002019882,4.546294689178467,2.7447750568389893,0.6037389224619271,7.308750152587891,0.0050837839953601,0.0049602254293859,7.308750152587891,0.0050837839953601,0.0049602254293859,notch-dominated,7.308750152587891,7.308750152587891,0.000699060386978,0.000699060386978,120,0.001191196497529745,0.007539049983760694,False,0.005346752571252485,0.004809348506387323,-28.802874457576753,-26.44905806344366,72,0.0009309933520853519,0.004536167354428006,False,0.005314266115116577,0.0048355339418372344,-27.62457954896596,-27.3893944427235,28,0.000618660356849432,0.0015605039467910956,False,0.005248438949430627,0.004874258468459759,-26.845179721486087,-30.08657445413536,9,0.0002596038393676281,0.0003319813953475753,False,0.0051348961682783235,0.004929617719931735,-27.553369296635704,-32.81807193009027
38,9.2e-05,0.0092,-0.0005471707554534,0.0399972088634967,1.0006035566329956,0.0050837839953601,0.0049602254293859,1.0006035566329956,0.4064935147762298,0.0660768151283264,5.106986045837402,3.108436107635498,0.6086635208586715,8.235445022583008,0.0050837839953601,0.0049602254293859,8.235445022583008,0.0050837839953601,0.0049602254293859,notch-dominated,8.235445022583008,8.235445022583008,0.0007065933314152,0.0007065933314152,125,0.001255085226148367,0.008193602968369981,False,0.005380171924829483,0.0047961662523448466,-28.198519232814252,-25.23113605471147,75,0.0010008690878748894,0.004736907650948126,False,0.005334177110344171,0.004825545412798723,-27.566463519317377,-26.942781698223456,29,0.0006795781664550304,0.001648998758435706,False,0.0052640328729717896,0.004867368570432581,-26.671715678154786,-28.89641490717713,11,0.0003841365687549114,0.0004971482218574092,False,0.005178947509689765,0.0049149766141040755,-25.413809598460446,-24.69838503391918
39,9.4e-05,0.0093999999999999,-0.0004986218409612,0.0412056781351566,1.000715970993042,0.0050837839953601,0.0049602254293859,1.000715970993042,0.472650945186615,0.0671516060829162,5.92358922958374,3.652773141860962,0.616648623037227,9.599891662597656,0.0050837839953601,0.0049602254293859,9.599891662597656,0.0050837839953601,0.0049602254293859,notch-dominated,9.599891662597656,9.599891662597656,0.0007161989342421,0.0007161989342421,130,0.0013211360201239586,0.008794664307941681,False,0.0054076651039604955,0.004786140543337052,-27.68132089890986,-24.362493131487753,81,0.0010397271253168583,0.0050923598315444395,False,0.0053561834020563115,0.004817682847288655,-27.106233001951477,-25.914844230838725,32,0.0006795781664550304,0.0019115574296594488,False,0.005295544353430159,0.004851427816902287,-26.68899153524966,-29.423202394320754,12,0.0004638279788196087,0.0006171342613900211,False,0.005204444595923026,0.0049070757037649555,-24.442778231433053,-22.146371823880116
40,9.6e-05,0.0096,-0.0005380028742365,0.0425119139254093,1.0007643699645996,0.0050837839953601,0.0049602254293859,1.0007643699645996,0.5263985991477966,0.0672898516058921,6.518394947052002,4.067277908325195,0.6239692349670612,10.611871719360352,0.0050837839953601,0.0049602254293859,10.611871719360352,0.0050837839953601,0.0049602254293859,notch-dominated,10.611871719360352,10.611871719360352,0.0007206398877315,0.0007206398877315,131,0.0013211360201239586,0.008873040443386132,False,0.005407448022676105,0.004783062897053839,-28.03212737600006,-24.576050406599535,84,0.0011031022295355797,0.005353471596827777,False,0.005378408257716468,0.0048119176478524294,-26.429009210051593,-24.442618523398266,33,0.0007466454990208149,0.002025698402822712,False,0.005309853011347128,0.004846932267713727,-26.289423160639082,-27.92332281505975,12,0.0004638279788196087,0.0006171342613900211,False,0.005204444595923026,0.0049070757037649555,-24.442778231433053,-22.146371823880116
41,9.8e-05,0.0098,-0.0005028418381698,0.0435284450650215,1.000957489013672,0.0050837839953601,0.0049602254293859,1.000957489013672,0.5826139450073242,0.0675307139754295,7.726288795471191,4.809504508972168,0.6224857284381198,12.5667724609375,0.0050837839953601,0.0049602254293859,12.5667724609375,0.0050837839953601,0.0049602254293859,notch-dominated,12.5667724609375,12.5667724609375,0.000723241653759,0.000723241653759,134,0.0013932343572378159,0.00906501333127261,False,0.005425801945488844,0.004775116786555345,-27.840344565050657,-24.80752030198377,84,0.0011031022295355797,0.005353471596827777,False,0.005378408257716468,0.0048119176478524294,-26.429009210051593,-24.442618523398266,35,0.0008259830065071583,0.002174206938428209,False,0.005340053367295435,0.004834225547633001,-25.989020639702666,-26.671621739512887,13,0.0004638279788196087,0.0006386540676973555,False,0.005199646648879235,0.004913159574453647,-23.507624442413203,-22.97570654443612
42,0.0001,0.01,-0.0007690624333918,0.0448267608880996,1.0009106397628784,0.0050837839953601,0.0049602254293859,1.0009106397628784,0.6546786427497864,0.0681019946932792,8.981268882751465,5.635176181793213,0.627436529888953,14.652743339538574,0.0050837839953601,0.0049602254293859,14.652743339538574,0.0050837839953601,0.0049602254293859,notch-dominated,14.652743339538574,14.652743339538574,0.0007304433383978,0.0007304433383978,141,0.0014376137405633926,0.009646800313884402,False,0.005451688133444346,0.004755467338262932,-28.430006507876342,-25.512219102587608,87,0.0011669909581542015,0.005735271477699117,False,0.005400798208583361,0.004801787826735741,-26.314400962980308,-24.41048491034715,36,0.0008958587422966957,0.002215005846806135,False,0.005356078087869618,0.004827409866265953,-25.85934883820373,-26.183641927663075,12,0.0004638279788196087,0.0006171342613900211,False,0.005204444595923026,0.0049070757037649555,-24.442778231433053,-22.146371823880116
43,0.000102,0.0101999999999999,-0.0010132699972018,0.0460980124771595,1.0010112524032593,0.0050837839953601,0.0049602254293859,1.0010112524032593,0.7356725931167603,0.0679085478186607,10.373992919921877,6.551995754241943,0.6315789691411592,16.96819305419922,0.0050837839953601,0.0049602254293859,16.96819305419922,0.0050837839953601,0.0049602254293859,notch-dominated,16.96819305419922,16.96819305419922,0.0007373379194177,0.0007373379194177,145,0.001501644030213356,0.009998206507428782,False,0.005470342426721392,0.004756368266354347,-27.383614606993756,-23.63075498975539,90,0.0012330417521297932,0.006039709457872509,False,0.005425094150834613,0.004792534125347932,-26.014545337944966,-23.891003648810255,37,0.0009270412847399712,0.0022723035183663362,False,0.005372079378749068,0.004822634953401379,-25.486486070414166,-25.089396096149926,17,0.0006795781664550304,0.0010136231078785886,False,0.005295476739240044,0.004864448462339009,-24.64354416717704,-25.4161939555635
44,0.000104,0.0104,-0.0011555346427485,0.0470028594136238,1.0011370182037354,0.0050837839953601,0.0049602254293859,1.0011370182037354,0.7755827307701111,0.0690212249755859,11.264796257019045,7.114609241485596,0.6315790431675596,18.425233840942383,0.0050837839953601,0.0049602254293859,18.425233840942383,0.0050837839953601,0.0049602254293859,notch-dominated,18.425233840942383,18.425233840942383,0.0007445238297805,0.0007445238297805,150,0.0015463843010365963,0.010429543950304392,False,0.005501725453262528,0.004750695613523324,-26.42250756909312,-22.701993082153223,90,0.0012330417521297932,0.006039709457872509,False,0.005425094150834613,0.004792534125347932,-26.014545337944966,-23.891003648810255,41,0.0009347167797386646,0.002566483686645752,False,0.005420276565795265,0.0048040082314755855,-25.00152148717952,-24.451617191556096,16,0.0006795781664550304,0.0009921033015712541,False,0.005305064580170438,0.0048568411148153245,-25.13944589786554,-24.842325644435732
45,0.000106,0.0106,-0.001066158642061,0.0480638220906257,1.0011439323425293,0.0050837839953601,0.0049602254293859,1.0011439323425293,0.8242928385734558,0.0698634535074234,12.517498016357422,7.905789375305176,0.6315790395951468,20.474210739135746,0.0050837839953601,0.0049602254293859,20.474210739135746,0.0050837839953601,0.0049602254293859,notch-dominated,20.474210739135746,20.474210739135746,0.0007462702924385,0.0007462702924385,156,0.0015463843010365963,0.010813359767283539,False,0.005525016939291396,0.004735843314287754,-26.708767969527617,-23.381744083691274,93,0.0013051400892436504,0.006451796351975269,False,0.005459270560212674,0.004783754602515249,-25.213182115610874,-23.244797706337778,43,0.000998091883957386,0.002716308724221145,False,0.005447969143820363,0.004794077265487854,-24.68732520124509,-23.746062356831544,16,0.0006795781664550304,0.0009921033015712541,False,0.005305064580170438,0.0048568411148153245,-25.13944589786554,-24.842325644435732
46,0.000108,0.0107999999999999,-0.0005858588847331,0.0490279868245124,1.0010985136032104,0.0050837839953601,0.0049602254293859,1.0010985136032104,0.8641204237937927,0.0698349773883819,13.780484199523926,8.70346450805664,0.6315790056460657,22.540010452270508,0.0050837839953601,0.0049602254293859,22.540010452270508,0.0050837839953601,0.0049602254293859,notch-dominated,22.540010452270508,22.540010452270508,0.0007513693999499,0.0007513693999499,161,0.0016212230548262596,0.011257563756490348,False,0.005548998965123981,0.00472337541442295,-26.74220387811632,-23.747856446936396,98,0.0013495194725692272,0.006841629022544109,False,0.005486990947618472,0.00476940545462528,-25.33797133190887,-23.016719574409308,43,0.000998091883957386,0.002716308724221145,False,0.005447969143820363,0.004794077265487854,-24.68732520124509,-23.746062356831544,16,0.0006795781664550304,0.0009921033015712541,False,0.005305064580170438,0.0048568411148153245,-25.13944589786554,-24.842325644435732
47,0.00011,0.011,-0.0008490474428981,0.0502326115965843,1.0011982917785645,0.0050837839953601,0.0049602254293859,1.0011982917785645,0.9031612873077391,0.0704121589660644,14.450674057006836,9.126741409301758,0.6315789404215638,23.63620376586914,0.0050837839953601,0.0049602254293859,23.63620376586914,0.0050837839953601,0.0049602254293859,notch-dominated,23.63620376586914,23.63620376586914,0.0007575749186798,0.0007575749186798,164,0.0016568731516599655,0.0114968952710883,False,0.005565554761077936,0.004718237610465688,-26.4827299697377,-23.27245342149058,99,0.0013495194725692272,0.006905738065866831,False,0.005490176309125893,0.004770567819400869,-25.08243871316694,-22.819456437139536,46,0.0011270116083323956,0.0030135365970032995,False,0.005481818670649891,0.00478302542646618,-24.243187322987872,-23.29618443718823,17,0.0006795781664550304,0.0010136231078785886,False,0.005295476739240044,0.004864448462339009,-24.64354416717704,-25.4161939555635
48,0.000112,0.0112,-0.0005403369432315,0.0512561313807964,1.0012831687927246,0.0050837839953601,0.0049602254293859,1.0012831687927246,0.922921657562256,0.0708911046385765,16.028701782226562,10.12339210510254,0.6315790413124955,26.21730232238769,0.0050837839953601,0.0049602254293859,26.21730232238769,0.0050837839953601,0.0049602254293859,notch-dominated,26.21730232238769,26.21730232238769,0.0007637870148755,0.0007637870148755,167,0.001678879838436842,0.011773982825405135,False,0.005580801742630983,0.0047107313726164265,-26.475625313232946,-23.48443077846892,102,0.0014582900330424309,0.007107839622904692,False,0.005520454279201872,0.004758144961670041,-24.924287273275763,-22.328189365624297,46,0.0011270116083323956,0.0030135365970032995,False,0.005481818670649891,0.00478302542646618,-24.243187322987872,-23.29618443718823,21,0.0008958587422966957,0.0013170715250252747,False,0.005399261734315327,0.004820794709736393,-24.172528606419217,-24.134946224710177
49,0.000114,0.0114,-0.0005487651797011,0.052273616194725,1.0014431476593018,0.0050837839953601,0.0049602254293859,1.0014431476593018,0.935023069381714,0.0711460262537002,17.54678726196289,11.082181930541992,0.631578975973877,28.700353622436523,0.0050837839953601,0.0049602254293859,28.700353622436523,0.0050837839953601,0.0049602254293859,notch-dominated,28.700353622436523,28.700353622436523,0.0007645261357538,0.0007645261357538,171,0.0017129480838775635,0.012123356200329168,False,0.005595312235953167,0.004704593582765052,-26.39157165560548,-23.010184010443993,105,0.0014879158698022366,0.007410351717438971,False,0.005541401959600903,0.004751561342605523,-24.649454667011145,-22.194633034379507,48,0.0012001297436654568,0.0031959733425792228,False,0.005506109223157789,0.004771007302527626,-24.344710276125447,-23.461193391768603,21,0.0008958587422966957,0.0013170715250252747,False,0.005399261734315327,0.004820794709736393,-24.172528606419217,-24.134946224710177
50,0.000116,0.0116,-0.0006561990594491,0.0534034334123134,1.001345157623291,0.0050837839953601,0.0049602254293859,1.001345157623291,0.9388989806175232,0.0710353106260299,19.45600700378418,12.288005828857422,0.631579019603941,31.82316398620605,0.0050837839953601,0.0049602254293859,31.82316398620605,0.0050837839953601,0.0049602254293859,notch-dominated,31.82316398620605,31.82316398620605,0.0007685616728849,0.0007685616728849,173,0.0017583719454705715,0.012330569226913075,False,0.005608685979501188,0.004699908708346028,-26.243986654682704,-23.61668153220836,107,0.0014879158698022366,0.007549070091206319,False,0.005550757355152446,0.004748190169997305,-24.57018630835559,-22.491388638349548,49,0.0012409547343850136,0.003269280680211895,False,0.005526449559826632,0.00476815696919755,-23.7682044932407,-22.31175906401984,21,0.0008958587422966957,0.0013170715250252747,False,0.005399261734315327,0.004820794709736393,-24.172528606419217,-24.134946224710177
51,0.000118,0.0118,-0.0006734527414664,0.0543430037796497,1.0012508630752563,0.0050837839953601,0.0049602254293859,1.0012508630752563,0.9527883529663086,0.0720683336257934,21.023696899414062,13.278125762939451,0.6315790142175003,34.387351989746094,0.0050837839953601,0.0049602254293859,34.387351989746094,0.0050837839953601,0.0049602254293859,notch-dominated,34.387351989746094,34.387351989746094,0.0007713438244536,0.0007713438244536,183,0.001831016968935728,0.01324416776687115,False,0.005638014866151119,0.0046916264083867515,-25.796007541081657,-23.52764182156642,111,0.0015687788836658,0.007812076811918718,False,0.005575890015173066,0.004744265945879994,-23.94445280202961,-21.5783413235537,50,0.0012409547343850136,0.0033703802990052464,False,0.005534087959676981,0.004762120181694627,-24.007926363836848,-22.7641864971865,21,0.0008958587422966957,0.0013170715250252747,False,0.005399261734315327,0.004820794709736393,-24.172528606419217,-24.134946224710177
52,0.00012,0.012,-0.0007578876684419,0.0553432442247867,1.0014989376068115,0.0050837839953601,0.0049602254293859,1.0014989376068115,0.966438055038452,0.0710744187235832,22.29059600830078,14.078272819519045,0.6315790216769639,36.45955276489258,0.0050837839953601,0.0049602254293859,36.45955276489258,0.0050837839953601,0.0049602254293859,notch-dominated,36.45955276489258,36.45955276489258,0.000772769912146,0.000772769912146,182,0.001831016968935728,0.013196225278806664,False,0.005647595165870511,0.004695332693550122,-25.195085263365225,-23.246686538766824,115,0.0015907855704426765,0.008153426707405395,False,0.005598821495052265,0.004735103257648323,-23.8628470760073,-21.8715774177451,53,0.0013300743885338306,0.0036541297757205662,False,0.00557310001502903,0.004748121070903989,-23.725612201750163,-22.424148291853214,24,0.0010619806125760078,0.0015669018551383994,False,0.00547677247474591,0.004783702354567747,-24.402397826166727,-24.64803839919037
